"","obs_year","obs_month","obs_day","obs_hour","obs_min","rpt_type","wind_angle","wind_speed","air_temp","dew_pt","sea_level_press","obs_date","week"
"670",2016,1,19,16,53,"FM-15",160,1.5,-16.7,-20.6,1034.7,2016-01-19,3
"671",2016,1,19,17,53,"FM-15",140,3.1,-16.1,-21.7,1033.8,2016-01-19,3
"672",2016,1,19,18,0,"FM-12",140,3.1,-16.1,-21.7,1033.8,2016-01-19,3
"673",2016,1,19,18,53,"FM-15",999,2.6,-15,-20.6,1032.8,2016-01-19,3
"674",2016,1,19,19,53,"FM-15",140,2.1,-15,-20.6,1032,2016-01-19,3
"675",2016,1,19,20,53,"FM-15",150,3.6,-14.4,-20.6,1031.5,2016-01-19,3
"676",2016,1,19,21,53,"FM-15",130,2.1,-14.4,-20.6,1030.8,2016-01-19,3
"677",2016,1,19,22,53,"FM-15",160,2.6,-14.4,-20,1031.1,2016-01-19,3
"678",2016,1,19,23,53,"FM-15",150,3.1,-14.4,-20,1030.7,2016-01-19,3
"679",2016,1,20,0,0,"FM-12",150,3.1,-14.4,-20,1030.7,2016-01-20,3
"680",2016,1,20,0,53,"FM-15",140,3.6,-14.4,-20,1030.2,2016-01-20,3
"681",2016,1,20,1,37,"FM-16",140,3.1,-14.4,-19.4,9999.9,2016-01-20,3
"682",2016,1,20,1,53,"FM-15",160,3.1,-14.4,-19.4,1029.7,2016-01-20,3
"683",2016,1,20,2,9,"FM-16",140,3.1,-14.4,-19.4,9999.9,2016-01-20,3
"684",2016,1,20,2,53,"FM-15",150,3.1,-14.4,-18.9,1029,2016-01-20,3
"685",2016,1,20,3,53,"FM-15",140,3.6,-14.4,-18.3,1028.4,2016-01-20,3
"686",2016,1,20,4,53,"FM-15",140,4.1,-13.9,-17.8,1027.7,2016-01-20,3
"687",2016,1,20,5,53,"FM-15",140,4.1,-13.9,-17.2,1026.9,2016-01-20,3
"689",2016,1,20,6,0,"FM-12",140,4.1,-13.9,-17.2,1026.9,2016-01-20,3
"691",2016,1,20,6,53,"FM-15",150,3.1,-13.3,-16.7,1026.1,2016-01-20,3
"692",2016,1,20,7,13,"FM-16",150,2.6,-13.3,-16.1,9999.9,2016-01-20,3
